,index,subject_id,condition,referents,relation,connective,itemID,stimulusID,prompt,text,response,pronominalization,annotated_nm,Annotator1,Annotator2,Final,Annotator1=Annotator2
349,4633.0,3231696.0,LIST5,"[""Senoir U.S. official James O'Brien"",""President Vojislav Kostunica""]",Occasion,varied,28.0,128.0,pronoun,"Senior U.S official James O'Brien will hold talks, probably behind closed doors, with President Vojislav Kostunica. After that, he",will be visiting Bratislva to hold talks with NATO officials.,pro,0.0,T,T,T,True
350,4646.0,3231696.0,LIST5,"[""Joseph"",""Nicolas""]",Contrast,varied,6.0,51.0,free,Joseph served Nicolas for three years. But,"after his arrest, he was fired.",pro,0.0,T,T,T,True
351,4653.0,5254820.0,LIST6,"[""Mr. Pamplin"",""Mr. Hahn""]",Result,varied,20.0,119.0,pronoun,"In 1975, Mr. Pamplin enticed Mr. Hahn into joining the company as executive vice president in charge of chemicals; the move befuddled many in Georgia-Pacific who didn't believe a university administrator could make the transition to the corporate world. So he",addressed the situation in a meeting.,pro,0.0,T,T,T,True
352,4669.0,5254820.0,LIST6,"[""Joseph"",""Nicolas""]",Contrast,varied,6.0,124.0,pronoun,Joseph served Nicolas for three years. But he,decided he needed a change.,pro,0.0,T,T,T,True
353,4701.0,9072510.0,LIST5,"[""President Hu Jintao"",""Canadian Prime Minister Stephen Harper""]",Contrast,original,18.0,82.0,pronoun,"Fortunately President Hu Jintao was magnanimous enough not to take it to heart, and gave Canadian Prime Minister Stephen Harper the honor of a 15-minute meeting. However, he",showed his disdain through out,pro,0.0,T,T,T,True
354,4720.0,10373840.0,LIST5,"[""Felix"",""Paul""]",Result,original,16.0,149.0,free,Felix made a sign for Paul to speak. So,Paul spoke,non_pro,1.0,T,T,T,True
355,4727.0,10373840.0,LIST5,"[""Senoir U.S. official James O'Brien"",""President Vojislav Kostunica""]",Occasion,varied,28.0,128.0,pronoun,"Senior U.S official James O'Brien will hold talks, probably behind closed doors, with President Vojislav Kostunica. After that, he",will decide what to do,pro,0.0,T,T,T,True
356,4741.0,13416907.0,LIST2,"[""Senate Majority Leader George Mitchell (D-Maine)"",""the president""]",Contrast,original,10.0,64.0,pronoun,"Senate Majority Leader George Mitchell (D-Maine), who has been the most prominent Democratic critic of Mr. Bush's handling of the Soviet relationship, praised the president for arranging the meeting. But he",still continued to criticise Mr Bush,pro,0.0,T,T,T,True
357,4769.0,13416907.0,LIST2,"[""Patrick Buchanan"",""Richard Rahn, the Chamber's chief economist""]",Contrast,varied,8.0,28.0,pronoun,"At noon Friday, Patrick Buchanan advised Richard Rahn, the Chamber's chief economist, that the White House would not agree to a budget reconciliation bill unless it had firm assurances that a vote on substance would be permitted in the Senate. However, he",was unsure.,pro,1.0,F,T,T,False
358,4773.0,8155371.0,LIST3,"[""John"",""the man""]",Result,original,22.0,168.0,pronoun,John felt sorry for the man. So he,went up to him and have him a five pound note.,pro,0.0,T,T,T,True
359,4775.0,8155371.0,LIST3,"[""Philip"",""Andrew""]",Occasion,original,3.0,44.0,pronoun,Philip went and told Andrew. Then he,Went and told Adam too.,pro,0.0,T,T,T,True
360,4790.0,8155371.0,LIST3,"[""Mr. Papandreou "",""Mr. Makris""]",Result,original,17.0,137.0,free,"For balance, and in hopes of gaining some disaffected centrist votes, Mr. Papandreou managed to attract Mr. Makris, a former New Democracy Party representative and known political enemy of Mr. Mitsotakis. Thus",The polls indicated that his chances of winning have improved significantly.,non_pro,0.0,F,F,F,True
361,4819.0,12497434.0,LIST2,"[""The Iran - Contra judge Harold H. Greene"",""Mr. Poindexter""]",Result,varied,29.0,90.0,pronoun,"The Iran-Contra judge Harold H. Greene agreed to allow Mr. Poindexter to subpoena the personal papers of ex-President Reagan, ruling that there was sufficient evidence that the data would be important to the defense. So he",did all he could to get the data.,pro,1.0,T,T,T,True
362,4823.0,12497434.0,LIST2,"[""Mark Felt"",""the acting FBI director Al Patrick Grey.""]",Result,varied,4.0,18.0,pronoun,"Mark Felt sends this memo to the acting FBI director Al Patrick Grey. As a result, he",was first to be interviewed.,pro,0.0,T,T,T,True
363,4831.0,11803982.0,LIST5,"[""Benjamin Netanyahu"",""Ehud Barak""]",Result,varied,13.0,72.0,pronoun,"Benjamin Netanyahu has recently moved ahead of Ehud Barak in popularity polls. As a result, he",is the favourite candidate to win.,pro,0.0,T,T,T,True
364,4833.0,11803982.0,LIST5,"[""Hailey"",""her daughter""]",Result,original,19.0,180.0,pronoun,Hailey told her daughter what to ask for. So she,asked for it.,pro,1.0,T,T,T,True
365,4851.0,11803982.0,LIST5,"[""Senoir U.S. official James O'Brien"",""President Vojislav Kostunica""]",Occasion,varied,28.0,128.0,pronoun,"Senior U.S official James O'Brien will hold talks, probably behind closed doors, with President Vojislav Kostunica. After that, he",will make an announcement.,pro,0.0,T,T,T,True
366,4871.0,7854344.0,LIST2,"[""The Iran - Contra judge Harold H. Greene"",""Mr. Poindexter""]",Result,varied,29.0,90.0,pronoun,"The Iran-Contra judge Harold H. Greene agreed to allow Mr. Poindexter to subpoena the personal papers of ex-President Reagan, ruling that there was sufficient evidence that the data would be important to the defense. So he",called an adjournment of proceedings.,pro,0.0,T,T,T,True
367,4883.0,7854344.0,LIST2,"[""Joseph"",""Nicolas""]",Result,varied,6.0,54.0,pronoun,"Joseph served Nicolas for three years. Therefore, he",had proved himself loyal.,pro,0.0,T,T,T,True
368,4903.0,9519319.0,LIST3,"[""Philip"",""Andrew""]",Occasion,original,3.0,44.0,pronoun,Philip went and told Andrew. Then he,reported back to the Queen.,pro,0.0,T,T,T,True
369,4911.0,9519319.0,LIST3,"[""William"",""Saul""]",Occasion,varied,30.0,152.0,pronoun,"William was afraid and refused to kill Saul. Shortly afterwards, he",wondered whether he's made the right decision.,pro,0.0,T,T,T,True
370,4915.0,9519319.0,LIST3,"[""David"",""Saul""]",Result,varied,15.0,96.0,pronoun,David was moving as quickly as possible to get away from Saul. So he,took a deep breath and leapt over the wall to add more distance between them.,pro,0.0,T,T,T,True
371,4923.0,6359491.0,LIST6,"[""The Iran - Contra judge Harold H. Greene"",""Mr. Poindexter""]",Contrast,original,29.0,129.0,pronoun,"The Iran-Contra judge Harold H. Greene agreed to allow Mr. Poindexter to subpoena the personal papers of ex-President Reagan, ruling that there was sufficient evidence that the data would be important to the defense. But he",placed certain restrictions on their use in court.,pro,0.0,T,T,T,True
372,4925.0,6359491.0,LIST6,"[""Senate Majority Leader George Mitchell (D-Maine)"",""the president""]",Occasion,varied,10.0,134.0,pronoun,"Senate Majority Leader George Mitchell (D-Maine), who has been the most prominent Democratic critic of Mr. Bush's handling of the Soviet relationship, praised the president for arranging the meeting. After that, he",spoke warmly of the President's attributes.,pro,0.0,T,T,T,True
373,4933.0,6359491.0,LIST6,"[""David"",""Leo""]",Occasion,varied,14.0,175.0,pronoun,"David had just let Leo leave in peace. Next, he",let the others leave too.,pro,0.0,T,T,T,True
374,4941.0,6359491.0,LIST6,"[""Felix"",""Paul""]",Result,original,16.0,155.0,pronoun,Felix made a sign for Paul to speak. So he,listened to what Paul had to say.,pro,0.0,T,T,T,True
375,4945.0,6359491.0,LIST6,"[""Jack"",""another man""]",Result,varied,21.0,150.0,pronoun,"Jack said to another man, ""Follow me!"" Therefore, he",would not be alone.,pro,0.0,T,T,T,True
376,4950.0,3389654.0,LIST2,"[""William"",""Saul""]",Occasion,varied,30.0,151.0,free,"William was afraid and refused to kill Saul. Shortly afterwards,",Saul killed William.,non_pro,1.0,T,T,T,True
377,4957.0,3389654.0,LIST2,"[""United Nations Secretary General Kofi Annan"",""the host, Egyptian President Hosni Mubarak""]",Occasion,original,1.0,2.0,pronoun,"United Nations Secretary General Kofi Annan today discussed plans for the summit with the host, Egyptian President Hosni Mubarak. Afterwards, he",met with other delegated and digniteries to cement these plans.,pro,0.0,T,T,T,True
378,4988.0,12973553.0,LIST1,"[""Joseph"",""Nicolas""]",Result,varied,6.0,17.0,free,"Joseph served Nicolas for three years. Therefore,",he was very experienced at it.,pro,0.0,T,T,T,True
379,4995.0,12973553.0,LIST1,"[""Charles"",""Thomas""]",Contrast,varied,7.0,130.0,pronoun,"Charles got up, left everything, and followed Thomas. However, he",forgot his phone and instantly regretted it.,pro,0.0,T,T,T,True
380,5001.0,12973553.0,LIST1,"[""David"",""Saul""]",Contrast,original,15.0,135.0,pronoun,David was moving as quickly as possible to get away from Saul. But he,grabbed his arm and yanked him backwards.,pro,1.0,T,T,T,True
381,5002.0,12973553.0,LIST1,"[""The Iran - Contra judge Harold H. Greene"",""Mr. Poindexter""]",Result,varied,29.0,48.0,free,"The Iran-Contra judge Harold H. Greene agreed to allow Mr. Poindexter to subpoena the personal papers of ex-President Reagan, ruling that there was sufficient evidence that the data would be important to the defense. So",he filed the papers immediately.,pro,1.0,T,T,T,True
382,5009.0,12973553.0,LIST1,"[""President Hu Jintao"",""Canadian Prime Minister Stephen Harper""]",Result,varied,18.0,125.0,pronoun,"Fortunately President Hu Jintao was magnanimous enough not to take it to heart, and gave Canadian Prime Minister Stephen Harper the honor of a 15-minute meeting. So he",told his assistant to bring plenty of sushi.,pro,1.0,T,T,T,True
383,5018.0,10872836.0,LIST1,"[""Senate Majority Leader George Mitchell (D-Maine)"",""the president""]",Contrast,original,10.0,27.0,free,"Senate Majority Leader George Mitchell (D-Maine), who has been the most prominent Democratic critic of Mr. Bush 's handling of the Soviet relationship, praised the president for arranging the meeting. But",he still thought he'd failed.,pro,0.0,T,T,T,True
384,5019.0,10872836.0,LIST1,"[""Benjamin Netanyahu"",""Ehud Barak""]",Occasion,varied,13.0,109.0,pronoun,"Benjamin Netanyahu has recently moved ahead of Ehud Barak in popularity polls. Afterwards, he",celebrated with a beer.,pro,0.0,T,T,T,True
385,5037.0,10872836.0,LIST1,"[""David"",""the man who kept supplies""]",Occasion,original,9.0,104.0,pronoun,David left the food with the man who kept supplies. Then he,went in search for help.,pro,0.0,T,T,T,True
386,5048.0,6578168.0,LIST5,"[""Felix"",""Paul""]",Result,original,16.0,149.0,free,Felix made a sign for Paul to speak. So,he would now when to come in,pro,0.0,F,F,F,True
387,5053.0,6578168.0,LIST5,"[""Mr. Brady"",""Mr. Mullins""]",Occasion,original,5.0,20.0,pronoun,"Mr. Brady was quickly on the phone with Mr. Mullins, who in turn was talking with the chairmen of the New York and Chicago exchanges. Later, he",visited the ambasador,pro,0.0,T,T,T,True
388,5055.0,6578168.0,LIST5,"[""David"",""the man who kept supplies""]",Result,varied,9.0,36.0,pronoun,David left the food with the man who kept supplies. So he,would be able to return to them later,pro,0.0,T,T,T,True
389,5067.0,6578168.0,LIST5,"[""Charles"",""Thomas""]",Occasion,original,7.0,56.0,pronoun,"Charles got up, left everything, and followed Thomas. Then he",hailed a taxi,pro,0.0,T,T,T,True
390,5105.0,9284722.0,LIST4,"[""Mr. Papandreou "",""Mr. Makris""]",Result,original,17.0,138.0,pronoun,"For balance, and in hopes of gaining some disaffected centrist votes, Mr. Papandreou managed to attract Mr. Makris, a former New Democracy Party representative and known political enemy of Mr. Mitsotakis. Thus, he",expanded his support base.,pro,0.0,T,T,T,True
391,5107.0,9284722.0,LIST4,"[""United Nations Secretary General Kofi Annan"",""the host, Egyptian President Hosni Mubarak""]",Contrast,varied,1.0,4.0,pronoun,"United Nations Secretary General Kofi Annan today discussed plans for the summit with the host, Egyptian President Hosni Mubarak. However, he",had to leave early.,pro,0.0,T,T,T,True
392,5110.0,9284722.0,LIST4,"[""Lehia"",""her mom""]",Result,original,12.0,143.0,free,And Lehia's been with her mom for two months. So,she is settling in well.,pro,0.0,T,T,T,True
393,5120.0,9284722.0,LIST4,"[""Senoir U.S. official James O'Brien"",""President Vojislav Kostunica""]",Occasion,varied,28.0,127.0,free,"Senior U.S official James O'Brien will hold talks, probably behind closed doors, with President Vojislav Kostunica. After that,",he will fly to the European senate.,pro,0.0,T,T,T,True
394,5124.0,9284722.0,LIST4,"[""Peter"",""Jeffery""]",Contrast,original,26.0,117.0,free,Peter criticized Jeffery for saying these things. But,Jeffery didnt care.,non_pro,1.0,T,T,T,True
395,5166.0,16271598.0,LIST2,"[""Christian Hummer"",""Austrian David Kriner who placed second in the ski jump after about one kilometer""]",Occasion,original,2.0,7.0,free,Christian Hummer overtook Austrian David Kriner who placed second in the ski jump after about one kilometer. Two kilometers later,he was disqualified.,pro,0.0,T,T,T,True
396,5171.0,16271598.0,LIST2,"[""Adam"",""Leo""]",Result,original,11.0,162.0,pronoun,Adam refused to stop chasing Leo. So he,started doing it more to annoy him.,pro,0.0,T,T,T,True
397,5190.0,16351310.0,LIST4,"[""David"",""Saul""]",Occasion,varied,15.0,91.0,free,"David was moving as quickly as possible to get away from Saul. Later,",he ran,pro,0.0,T,T,T,True
398,5201.0,16351310.0,LIST4,"[""Adam"",""Leo""]",Occasion,varied,11.0,158.0,pronoun,"Adam refused to stop chasing Leo. Shortly afterwards, he",fell,pro,1.0,T,T,T,True
399,5213.0,16351310.0,LIST4,"[""Mark Felt"",""the acting FBI director Al Patrick Grey.""]",Occasion,original,4.0,14.0,pronoun,Mark Felt sends this memo to the acting FBI director Al Patrick Grey. And then he,left,pro,0.0,T,T,T,True
400,5238.0,10665345.0,LIST6,"[""John"",""the man""]",Contrast,varied,22.0,88.0,free,John felt sorry for the man. But,he couldn't afford to help him,pro,0.0,T,T,T,True
401,5239.0,10665345.0,LIST6,"[""Jack"",""another man""]",Result,varied,21.0,150.0,pronoun,"Jack said to another man, ""Follow me!"" Therefore, he",became the unofficial leader,pro,0.0,T,T,T,True
402,5305.0,3225365.0,LIST2,"[""Senate Majority Leader George Mitchell (D-Maine)"",""the president""]",Contrast,original,10.0,64.0,pronoun,"Senate Majority Leader George Mitchell (D-Maine), who has been the most prominent Democratic critic of Mr. Bush's handling of the Soviet relationship, praised the president for arranging the meeting. But he",still doesnt like him,pro,0.0,T,T,T,True
403,5307.0,3225365.0,LIST2,"[""Joseph"",""Nicolas""]",Result,varied,6.0,54.0,pronoun,"Joseph served Nicolas for three years. Therefore, he",was a good employee,pro,0.0,T,T,T,True
404,5311.0,5139145.0,LIST4,"[""John"",""Hector""]",Result,varied,23.0,102.0,pronoun,John had fought against Hector. So he,decided to try and make peace.,pro,0.0,T,T,T,True
405,5363.0,14649618.0,LIST5,"[""Senoir U.S. official James O'Brien"",""President Vojislav Kostunica""]",Occasion,varied,28.0,128.0,pronoun,"Senior U.S official James O'Brien will hold talks, probably behind closed doors, with President Vojislav Kostunica. After that, he",will return to the U.S.,pro,0.0,T,T,T,True
406,5369.0,14649618.0,LIST5,"[""Christian Hummer"",""Austrian David Kriner who placed second in the ski jump after about one kilometer""]",Contrast,varied,2.0,10.0,pronoun,"Christian Hummer overtook Austrian David Kriner who placed second in the ski jump after about one kilometer. However, he",was later disqualified.,pro,0.0,T,T,T,True
407,5371.0,11524938.0,LIST3,"[""David"",""the man who kept supplies""]",Contrast,varied,9.0,34.0,pronoun,"David left the food with the man who kept supplies. However, he",finished them all.,pro,1.0,T,T,T,True
408,5373.0,11524938.0,LIST3,"[""Hailey"",""her daughter""]",Contrast,varied,19.0,178.0,pronoun,"Hailey told her daughter what to ask for. However, she",didn't listen to her mother.,pro,1.0,T,T,T,True
409,5390.0,11524938.0,LIST3,"[""Senate Majority Leader George Mitchell (D-Maine)"",""the president""]",Result,varied,10.0,65.0,free,"Senate Majority Leader George Mitchell (D-Maine), who has been the most prominent Democratic critic of Mr. Bush's handling of the Soviet relationship, praised the president for arranging the meeting. Therefore,",he decided to go to it,pro,0.0,T,T,T,True
410,5402.0,2057757.0,LIST4,"[""Christian Hummer"",""Austrian David Kriner who placed second in the ski jump after about one kilometer""]",Contrast,varied,2.0,9.0,free,"Christian Hummer overtook Austrian David Kriner who placed second in the ski jump after about one kilometer. However,",he still didn't take first place,pro,0.0,T,T,T,True
411,5406.0,2057757.0,LIST4,"[""Philip"",""Andrew""]",Contrast,varied,3.0,45.0,free,Philip went and told Andrew. But,andrew did not care,non_pro,1.0,T,T,T,True
412,5415.0,2057757.0,LIST4,"[""David"",""Leo""]",Result,original,14.0,174.0,pronoun,David had just let Leo leave in peace. So he,could concentrate on his work,pro,1.0,T,T,T,True
413,5417.0,2057757.0,LIST4,"[""Peter"",""Charlie""]",Contrast,varied,25.0,40.0,pronoun,"Peter continued talking with Charlie. However, he",got off topic and forgot his original point,pro,0.0,T,T,T,True
414,5422.0,2057757.0,LIST4,"[""William"",""Saul""]",Contrast,varied,30.0,153.0,free,"William was afraid and refused to kill Saul. However,",saul didnt have the same compassion and attacked william,non_pro,1.0,T,T,T,True
415,5431.0,13824290.0,LIST6,"[""Felix"",""Paul""]",Result,original,16.0,155.0,pronoun,Felix made a sign for Paul to speak. So he,Showed it to him,pro,0.0,T,T,T,True
416,5456.0,13824290.0,LIST6,"[""Benjamin Netanyahu"",""Ehud Barak""]",Occasion,varied,13.0,31.0,free,"Benjamin Netanyahu has recently moved ahead of Ehud Barak in popularity polls. Afterwards,",He fell back,pro,0.0,T,T,T,True
417,5467.0,10172477.0,LIST3,"[""William"",""Saul""]",Occasion,varied,30.0,152.0,pronoun,"William was afraid and refused to kill Saul. Shortly afterwards, he",was killed himself.,pro,0.0,T,T,T,True
418,5468.0,10172477.0,LIST3,"[""Mark Felt"",""the acting FBI director Al Patrick Grey.""]",Occasion,original,4.0,13.0,free,Mark Felt sends this memo to the acting FBI director Al Patrick Grey. And then,Al Patrick followed it up.,non_pro,1.0,T,T,T,True
419,5475.0,10172477.0,LIST3,"[""John"",""the man""]",Result,original,22.0,168.0,pronoun,John felt sorry for the man. So he,helped him.,pro,0.0,T,T,T,True
420,5491.0,12379082.0,LIST5,"[""Benjamin Netanyahu"",""Ehud Barak""]",Result,varied,13.0,72.0,pronoun,"Benjamin Netanyahu has recently moved ahead of Ehud Barak in popularity polls. As a result, he",IS LIKELY TO BECOME THE NEXT PRIME MINISTER,pro,0.0,T,T,T,True
421,5547.0,6476242.0,LIST4,"[""John"",""Hector""]",Result,varied,23.0,102.0,pronoun,John had fought against Hector. So he,had to stop.,pro,0.0,T,T,T,True
422,5560.0,13104298.0,LIST3,"[""John"",""Hector""]",Result,varied,23.0,101.0,free,John had fought against Hector. So,he didn't like his brother.,pro,0.0,T,T,T,True
423,5589.0,6558970.0,LIST2,"[""Felix"",""Paul""]",Occasion,varied,16.0,146.0,pronoun,"Felix made a sign for Paul to speak. After that, he",left the room to make a coffee.,pro,0.0,T,T,T,True
424,5611.0,3546926.0,LIST2,"[""David"",""Leo""]",Contrast,varied,14.0,172.0,pronoun,David had just let Leo leave in peace. But he,was unhappy about the situation.,pro,0.0,T,T,T,True
425,5612.0,3546926.0,LIST2,"[""Senoir U.S. official James O'Brien"",""President Vojislav Kostunica""]",Result,original,28.0,131.0,free,"Senior U.S official James O'Brien will hold talks, probably behind closed doors, with President Vojislav Kostunica. So",we expect an update shortly.,pro,0.0,F,F,F,True
426,5619.0,3546926.0,LIST2,"[""Patrick Buchanan"",""Richard Rahn, the Chamber's chief economist""]",Contrast,varied,8.0,28.0,pronoun,"At noon Friday, Patrick Buchanan advised Richard Rahn, the Chamber's chief economist, that the White House would not agree to a budget reconciliation bill unless it had firm assurances that a vote on substance would be permitted in the Senate. However, he",did understand the rationale for this.,pro,0.0,T,F ,T,False
427,5632.0,3546926.0,LIST2,"[""David"",""Saul""]",Result,varied,15.0,95.0,free,David was moving as quickly as possible to get away from Saul. So,he could avoid a potential conflict.,pro,0.0,T,T,T,True
428,5641.0,10021696.0,LIST2,"[""Felix"",""Paul""]",Occasion,varied,16.0,146.0,pronoun,"Felix made a sign for Paul to speak. After that, he",sat down.,pro,0.0,T,T,T,True
429,5709.0,16035662.0,LIST1,"[""Senoir U.S. official James O'Brien"",""President Vojislav Kostunica""]",Contrast,varied,28.0,166.0,pronoun,"Senior U.S official James O'Brien will hold talks, probably behind closed doors, with President Vojislav Kostunica. However, he",has a long way to go to rebuild the relationship.,pro,0.0,T,T,T,True
430,5717.0,16035662.0,LIST1,"[""Jose"",""Peter""]",Occasion,varied,24.0,140.0,pronoun,"Jose gave the silver and the gold to Peter. After that, he",thanked the rest of the participants.,pro,0.0,T,T,T,True
431,5728.0,16035662.0,LIST1,"[""President Clinton"",""the Crown Prince""]",Result,original,27.0,53.0,free,President Clinton at that meeting did press the Crown Prince to cooperate with the FBI. So,eventually they will relent.,pro,1.0,F,F,F,True
432,5733.0,14062877.0,LIST4,"[""President Clinton"",""the Crown Prince""]",Occasion,varied,27.0,122.0,pronoun,"President Clinton at that meeting did press the Crown Prince to cooperate with the FBI. Later, he",had a cup of tea.,pro,0.0,T,T,T,True
433,5734.0,14062877.0,LIST4,"[""Christian Hummer"",""Austrian David Kriner who placed second in the ski jump after about one kilometer""]",Contrast,varied,2.0,9.0,free,"Christian Hummer overtook Austrian David Kriner who placed second in the ski jump after about one kilometer. However,",Christian cheated.,non_pro,0.0,T,T,T,True
434,5741.0,14062877.0,LIST4,"[""Mr. Papandreou "",""Mr. Makris""]",Result,original,17.0,138.0,pronoun,"For balance, and in hopes of gaining some disaffected centrist votes, Mr. Papandreou managed to attract Mr. Makris, a former New Democracy Party representative and known political enemy of Mr. Mitsotakis. Thus, he",gained more popularity from this.,pro,0.0,T,T,T,True
435,5743.0,14062877.0,LIST4,"[""Patrick Buchanan"",""Richard Rahn, the Chamber's chief economist""]",Result,varied,8.0,30.0,pronoun,"At noon Friday, Patrick Buchanan advised Richard Rahn, the Chamber's chief economist, that the White House would not agree to a budget reconciliation bill unless it had firm assurances that a vote on substance would be permitted in the Senate. Therefore, he",was frustrated at this.,pro,0.0,T,F,T,False
436,5747.0,14062877.0,LIST4,"[""United Nations Secretary General Kofi Annan"",""the host, Egyptian President Hosni Mubarak""]",Contrast,varied,1.0,4.0,pronoun,"United Nations Secretary General Kofi Annan today discussed plans for the summit with the host, Egyptian President Hosni Mubarak. However, he",was disgusted at what was said in response.,pro,0.0,T,T,T,True
437,5753.0,14062877.0,LIST4,"[""Adam"",""Leo""]",Occasion,varied,11.0,158.0,pronoun,"Adam refused to stop chasing Leo. Shortly afterwards, he",had some water.,pro,0.0,T,T,T,True
438,5757.0,14062877.0,LIST4,"[""The Iran - Contra judge Harold H. Greene"",""Mr. Poindexter""]",Occasion,varied,29.0,86.0,pronoun,"The Iran-Contra judge Harold H. Greene agreed to allow Mr. Poindexter to subpoena the personal papers of ex-President Reagan, ruling that there was sufficient evidence that the data would be important to the defense. And then he",proposed his desired terms,pro,0.0,T,T,T,True
439,5765.0,13505710.0,LIST5,"[""Senoir U.S. official James O'Brien"",""President Vojislav Kostunica""]",Occasion,varied,28.0,128.0,pronoun,"Senior U.S official James O'Brien will hold talks, probably behind closed doors, with President Vojislav Kostunica. After that, he",he address the public.,pro,0.0,T,T,T,True
440,5785.0,13505710.0,LIST5,"[""President Hu Jintao"",""Canadian Prime Minister Stephen Harper""]",Contrast,original,18.0,82.0,pronoun,"Fortunately President Hu Jintao was magnanimous enough not to take it to heart, and gave Canadian Prime Minister Stephen Harper the honor of a 15-minute meeting. However, he",didn't really pay too much attention.,pro,0.0,T,T,T,True
441,5788.0,13505710.0,LIST5,"[""Mark Felt"",""the acting FBI director Al Patrick Grey.""]",Contrast,varied,4.0,15.0,free,"Mark Felt sends this memo to the acting FBI director Al Patrick Grey. However,",Mr Grey does not read it.,non_pro,1.0,T,T,T,True
442,5792.0,14801215.0,LIST2,"[""Philip"",""Andrew""]",Occasion,original,3.0,43.0,free,Philip went and told Andrew. Then,Andrew went and told Tom.,non_pro,1.0,T,T,T,True
443,5798.0,14801215.0,LIST2,"[""President Hu Jintao"",""Canadian Prime Minister Stephen Harper""]",Occasion,varied,18.0,79.0,free,"Fortunately President Hu Jintao was magnanimous enough not to take it to heart, and gave Canadian Prime Minister Stephen Harper the honor of a 15-minute meeting. After that,",he decided not to give him so much leeway in the future.,pro,0.0,T,T,T,True
444,5830.0,12126682.0,LIST5,"[""Mr. Pamplin"",""Mr. Hahn""]",Result,varied,20.0,77.0,free,"In 1975, Mr. Pamplin enticed Mr. Hahn into joining the company as executive vice president in charge of chemicals; the move befuddled many in Georgia-Pacific who didn't believe a university administrator could make the transition to the corporate world. So",Mr Hahn proved them wrong.,non_pro,1.0,T,T,T,True
445,5845.0,12126682.0,LIST5,"[""Benjamin Netanyahu"",""Ehud Barak""]",Result,varied,13.0,72.0,pronoun,"Benjamin Netanyahu has recently moved ahead of Ehud Barak in popularity polls. As a result, he",incited a riot,pro,0.0,T,T,T,True
446,5862.0,10085674.0,LIST2,"[""Lehia"",""her mom""]",Contrast,varied,12.0,141.0,free,"And Lehia's been with her mom for two months. However,",we are unsure how long she will continue to stay there,pro,0.0,F,F,F,True
447,5863.0,10085674.0,LIST2,"[""Mr. Papandreou "",""Mr. Makris""]",Contrast,varied,17.0,136.0,pronoun,"For balance, and in hopes of gaining some disaffected centrist votes, Mr. Papandreou managed to attract Mr. Makris, a former New Democracy Party representative and known political enemy of Mr. Mitsotakis. However, he",is willing to put their differences aside,pro,0.0,T,T,T,True
448,5899.0,5994857.0,LIST1,"[""President Hu Jintao"",""Canadian Prime Minister Stephen Harper""]",Result,varied,18.0,125.0,pronoun,"Fortunately President Hu Jintao was magnanimous enough not to take it to heart, and gave Canadian Prime Minister Stephen Harper the honor of a 15-minute meeting. So he",took it.,pro,1.0,T,T,T,True
449,5900.0,5994857.0,LIST1,"[""Adam"",""Leo""]",Result,original,11.0,84.0,free,Adam refused to stop chasing Leo. So,he carried on.,pro,0.0,T,T,T,True
450,5903.0,5994857.0,LIST1,"[""Peter"",""Jeffery""]",Result,varied,26.0,156.0,pronoun,Peter criticized Jeffery for saying these things. So he,stopped saying them.,pro,1.0,T,T,T,True
451,5907.0,5994857.0,LIST1,"[""David"",""the man who kept supplies""]",Occasion,original,9.0,104.0,pronoun,David left the food with the man who kept supplies. Then he,went to find water.,pro,0.0,T,T,T,True
452,5924.0,10836831.0,LIST1,"[""Adam"",""Leo""]",Result,original,11.0,84.0,free,Adam refused to stop chasing Leo. So,Leo went home,non_pro,1.0,T,T,T,True
453,5934.0,10836831.0,LIST1,"[""John"",""Hector""]",Contrast,original,23.0,58.0,free,John had fought against Hector. But,John lost,non_pro,0.0,T,T,T,True
454,5967.0,10977958.0,LIST5,"[""John"",""the man""]",Occasion,varied,22.0,164.0,pronoun,"John felt sorry for the man. Later, he",offered him a drink,pro,0.0,T,T,T,True
455,5983.0,10735347.0,LIST1,"[""Philip"",""Andrew""]",Result,varied,3.0,120.0,pronoun,Philip went and told Andrew. So he,would be quiet,pro,1.0,T,T,T,True
456,5995.0,10735347.0,LIST1,"[""Jose"",""Peter""]",Occasion,varied,24.0,140.0,pronoun,"Jose gave the silver and the gold to Peter. After that, he",left,pro,0.0,T,T,T,True
457,5998.0,10735347.0,LIST1,"[""The Iran - Contra judge Harold H. Greene"",""Mr. Poindexter""]",Result,varied,29.0,48.0,free,"The Iran-Contra judge Harold H. Greene agreed to allow Mr. Poindexter to subpoena the personal papers of ex-President Reagan, ruling that there was sufficient evidence that the data would be important to the defense. So",the motion was passed,non_pro,0.0,F,F,F,True
